"","country_name","country_code","wals_code","X1","iso_lang_code","language_name","genus","subfamily","family","lsbranch","ssbranch","sbranch","mbranch","stock","elev_ft","elev_m","latitude","longitude","secondary_country","area","macroarea","continent","glot_features","cv_ratio","tones","rangesize","population","vehicularity","L2prop","H","H_unigram","lang.count","lang.percent","established.langs","immigrant.langs","total.speakers","mean.speakers","median.speakers","diversity.index","div.coverage","GDP"
"138","India","IN","khr","khr","khr","Kharia","Munda",NA,"Austro-Asiatic",NA,NA,"Southern Munda","Munda","Austroasiatic",1250,381,22.5,84.33333333,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","4 - Moderately high","1 - No tones",4014.295232,292000,0,0,NA,NA,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"139","Indonesia","ID","baj","bdl","bdl","Bajau (Sama)","Sama-Bajaw",NA,"Austronesian",NA,NA,"Western Malayo-Polynesian non-clade","Malayo-Polynesian","Austronesian",0,0,-4.333333333,123,NA,"Oceania","Papunesia","NG and Oceania","1 - No glottalized consonants","3 - Average","1 - No tones",73.3004075,150000,0,0,NA,NA,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"140","Indonesia","ID","eka","ekg","ekg","Ekari","Wissel Lakes-Kemandoga",NA,"Trans-New Guinea",NA,NA,NA,NA,"Wissel Lakes",5331.4,1625.01072,-3.833333333,135.5,NA,"Interior New Guinea","Papunesia","NG and Oceania","1 - No glottalized consonants","1 - Low","2 - Simple tone system",12236.46089,1e+05,0,0,NA,NA,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"141","Indonesia","ID","bkr","btx","btx","Batak (Karo)","Northwest Sumatra-Barrier Islands",NA,"Austronesian",NA,NA,"Western Malayo-Polynesian non-clade","Malayo-Polynesian","Austronesian",4724.4,1439.99712,3.25,98.25,NA,"Southeast Asia","Papunesia","S/SE Asia","1 - No glottalized consonants","2 - Moderately low","1 - No tones",8614.805482,6e+05,0,0,1.552117944,8.715682983,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"142","Indonesia","ID","jav","jav","jav","Javanese","Javanese",NA,"Austronesian",NA,NA,"Western Malayo-Polynesian non-clade","Malayo-Polynesian","Austronesian",387.1,117.98808,-7,111,NA,"Southeast Asia","Papunesia","S/SE Asia","1 - No glottalized consonants","2 - Moderately low","1 - No tones",112817.6016,84300000,0,0,1.469951987,9.605233192,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"143","Indonesia","ID","tab","mky","mky","Taba","South Halmahera - West New Guinea","Eastern Malayo-Polynesian","Austronesian",NA,NA,"South Halmahera-Western New Guinea (SHWNG)","Malayo-Polynesian","Austronesian",0,0,0,127.5,NA,"Oceania","Papunesia","NG and Oceania","1 - No glottalized consonants","3 - Average","1 - No tones",157.5275255,20000,0,0,NA,NA,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"144","Indonesia","ID","may","ayz","ayz","Maybrat","North-Central Bird's Head",NA,"West Papuan",NA,NA,NA,"South Bird<U+0092>s Head","West Papuan",1076.1,327.99528,-1.333333333,132.5,NA,"N Coast New Guinea","Papunesia","NG and Oceania","1 - No glottalized consonants","2 - Moderately low","1 - No tones",8377.786824,20000,0,0,NA,NA,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"145","Indonesia","ID","woi","woi","woi","Woisika","Greater Alor",NA,"Timor-Alor-Pantar",NA,NA,"Alor","Alor-Pantar","Timor-Alor-Pantar",2231,680.0088,-8.25,124.8333333,NA,"Oceania","Papunesia","NG and Oceania","1 - No glottalized consonants","1 - Low","1 - No tones",454.4903217,16500,0,0,NA,NA,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"146","Indonesia","ID","bto","bbc","bbc","Batak (Toba)","Northwest Sumatra-Barrier Islands",NA,"Austronesian",NA,"Northwest Sumatra-Barrier Islands",NA,"Malayo-Polynesian","Austronesian",2952.8,900.01344,2.5,99,NA,"Southeast Asia","Papunesia","S/SE Asia","1 - No glottalized consonants","3 - Average","1 - No tones",15797.85027,2e+06,0,0,1.582448721,8.305621147,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"147","Indonesia","ID","irr","irh","irh","Irarutu","South Halmahera - West New Guinea","Eastern Malayo-Polynesian","Austronesian",NA,NA,"South Halmahera-Western New Guinea (SHWNG)","Malayo-Polynesian","Austronesian",236.2,71.99376,-3,133.5,NA,"N Coast New Guinea","Papunesia","NG and Oceania","1 - No glottalized consonants","1 - Low","1 - No tones",8324.142277,4000,0,0,NA,NA,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"148","Indonesia","ID","mor","mhz","mhz","Mor","South Halmahera - West New Guinea","Eastern Malayo-Polynesian","Austronesian",NA,NA,"South Halmahera-Western New Guinea (SHWNG)","Malayo-Polynesian","Austronesian",282.2,86.01456,-2.95,135.75,NA,"N Coast New Guinea","Papunesia","NG and Oceania","1 - No glottalized consonants","3 - Average","2 - Simple tone system",246.7587921,700,0,0,NA,NA,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"149","Indonesia","ID","wma","mqs","mqs","West Makian","North Halmaheran",NA,"West Papuan",NA,NA,NA,"North Halmaheran","West Papuan",597.1,181.99608,0.5,127.5833333,NA,"Oceania","Papunesia","NG and Oceania","1 - No glottalized consonants","3 - Average","1 - No tones",280.5336008,12000,0,0,NA,NA,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"150","Indonesia","ID","dni","dni","dni","Dani (Lower Grand Valley)","Dani",NA,"Trans-New Guinea",NA,NA,NA,NA,"Dani",11259.8,3431.98704,-4.333333333,138.8333333,NA,"Interior New Guinea","Papunesia","NG and Oceania","1 - No glottalized consonants","1 - Low","1 - No tones",1217.017934,20000,0,0,NA,NA,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"151","Indonesia","ID","una","mtg","mtg","Una","Mek",NA,"Trans-New Guinea",NA,NA,NA,"Eastern Mek","Mek",6866.8,2093.00064,-4.666666667,140,NA,"Interior New Guinea","Papunesia","NG and Oceania","1 - No glottalized consonants","2 - Moderately low","2 - Simple tone system",2134.162592,4000,0,0,NA,NA,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"152","Indonesia","ID","mrd","mrz","mrz","Marind","Marind",NA,"Anim",NA,NA,NA,NA,"Marind",36.1,11.00328,-7.833333333,140.1666667,NA,"S New Guinea","Papunesia","NG and Oceania","1 - No glottalized consonants","3 - Average","1 - No tones",13986.23889,7000,0,0,NA,NA,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"153","Indonesia","ID","yaw","yva","yva","Yawa","Yawa",NA,"Yawa","Yapen",NA,NA,NA,"West Papuan",2355.6,717.98688,-1.75,136.25,NA,"N Coast New Guinea","Papunesia","NG and Oceania","1 - No glottalized consonants","3 - Average","1 - No tones",922.0378108,6000,0,0,1.291304827,8.837958336,710,9.98,707,3,222191197,315165,3500,0.843,0.99,3893
"154","Ireland","IE","ird","gle","gle","Irish (Donegal)","Celtic",NA,"Indo-European",NA,NA,"Celtic","Italic-Celtic","Indo-European",689,210.0072,55,-8,NA,"Europe","Eurasia","W and SW Eurasia","1 - No glottalized consonants","4 - Moderately high","1 - No tones",4524.676412,260000,1,0.856208384,1.684411526,9.10033989,13,0.18,5,8,4682020,425638,27000,0.128,0.85,79415
"155","Israel","IL","hba","heb","heb","Hebrew (Modern Ashkenazic)","Semitic",NA,"Afro-Asiatic","Canaanitic","South-Central Semitic","Central (West Semitic)","West Semitic","Semitic",2493.4,759.98832,31.75,35.16666667,NA,"Greater Mesopotamia","Eurasia","W and SW Eurasia","1 - No glottalized consonants","3 - Average","1 - No tones",11533.54207,4850000,1,NA,1.995408177,11.06376457,53,0.75,36,17,9475461,205988,42500,0.744,0.87,44215
"156","Japan","JP","jpn","jpn","jpn","Japanese","Japanese",NA,"Japanese",NA,NA,NA,NA,"Japanese",1282.8,390.99744,37,140,NA,"N Coast Asia","Eurasia","N-C Asia","1 - No glottalized consonants","3 - Average","2 - Simple tone system",370223.5846,121563000,1,8.97e-05,NA,NA,19,0.27,15,4,129414863,8627658,5050,0.037,0.79,39082
"157","Kenya","KE","dah","dal","dal","Dahalo","Dahalo","Cushitic","Afro-Asiatic",NA,NA,NA,"Southern Cushitic","Cushitic",59.1,18.01368,-2.333333333,40.5,NA,"S Africa","Africa","Africa","5 - Ejectives and implosives","5 - High","2 - Simple tone system",633.391951,400,0,0,NA,NA,72,1.01,67,5,37037960,544676,180000,0.927,0.94,1710
"158","Kenya","KE","maa","mas","mas","Maasai","Nilotic",NA,"Eastern Sudanic",NA,NA,"Lotuko-Maa","Eastern Nilotic","Nilotic",2749.3,837.98664,-3,36,"TZ","S Africa","Africa","Africa","3 - Implosives only","2 - Moderately low","2 - Simple tone system",93451.71144,1045000,0,0,NA,NA,72,1.01,67,5,37037960,544676,180000,0.927,0.94,1710
"159","Kiribati","KI","krb","gil","gil","Kiribati","Oceanic","Eastern Malayo-Polynesian","Austronesian",NA,"Micronesian","Oceanic","Malayo-Polynesian","Austronesian",0,0,1.333333333,173,NA,"Oceania","Papunesia","NG and Oceania","1 - No glottalized consonants","1 - Low","1 - No tones",1037.244828,66110,1,NA,1.41706717,7.736741066,3,0.04,2,1,106000,35333,52750,0.055,1,1627
"160","Liberia","LR","kss","kss","kss","Kisi (Southern)","Mel","Atlantic","Niger-Congo",NA,NA,NA,NA,"South Atlantic",1446.9,441.01512,8.5,-10.25,"GN","African Savannah","Africa","Africa","3 - Implosives only","2 - Moderately low","2 - Simple tone system",1703.134258,2e+05,0,0,1.318820596,8.707338333,34,0.48,31,3,4290730,134085,85600,0.917,0.94,440
"161","Liberia","LR","kla","klu","klu","Klao","Kru",NA,"Niger-Congo",NA,NA,NA,"West Kru","Kru",0,0,4.75,-8.75,NA,"African Savannah","Africa","Africa","1 - No glottalized consonants","1 - Low","3 - Complex tone system",5438.182271,213000,0,0,NA,NA,34,0.48,31,3,4290730,134085,85600,0.917,0.94,440
"162","Malaysia","MY","sml","sza","sza","Semelai","Aslian","Mon-Khmer","Austro-Asiatic",NA,"Semelaic","Aslian","Southern Mon-Khmer","Austroasiatic",164,49.9872,3,103,NA,"Southeast Asia","Eurasia","S/SE Asia","4 - Glottalized resonants only","3 - Average","1 - No tones",7513.167656,6418,0,0,NA,NA,144,2.03,133,11,22242065,205945,3400,0.739,0.75,11373
"163","Malaysia","MY","iba","iba","iba","Iban","Malayo-Sumbawan",NA,"Austronesian",NA,NA,"Western Malayo-Polynesian non-clade","Malayo-Polynesian","Austronesian",108.3,33.00984,2,112,NA,"Southeast Asia","Papunesia","S/SE Asia","1 - No glottalized consonants","3 - Average","1 - No tones",57487.76258,694400,1,0.471602768,1.365732312,8.107653618,144,2.03,133,11,22242065,205945,3400,0.739,0.75,11373
"164","Mali","ML","kch","khq","khq","Koyra Chiini","Songhay",NA,"Songhay",NA,NA,NA,NA,"Songhai",882.5,268.986,17,-3,NA,"African Savannah","Africa","Africa","1 - No glottalized consonants","3 - Average","1 - No tones",13888.02316,2e+05,0,0,NA,NA,71,1,68,3,13027840,194445,25000,0.875,0.94,900
"165","Mali","ML","kfe","kfz","kfz","Koromfe","Northern-Central Gur","Gur","Niger-Congo",NA,NA,NA,"North Gur","Gur",1010.5,308.0004,14.25,-0.916666667,"BF","African Savannah","Africa","Africa","1 - No glottalized consonants","1 - Low","1 - No tones",5302.788323,198000,0,0,NA,NA,71,1,68,3,13027840,194445,25000,0.875,0.94,900
"166","Mali","ML","sup","spp","spp","Supyire","Senufo",NA,"Niger-Congo",NA,NA,NA,"Northern Senufo","Senufo",1115.5,340.0044,11.5,-5.583333333,NA,"African Savannah","Africa","Africa","1 - No glottalized consonants","3 - Average","3 - Complex tone system",12209.95901,350000,0,0,1.486861229,8.124066353,71,1,68,3,13027840,194445,25000,0.875,0.94,900
"167","Mali","ML","bam","bam","bam","Bambara","Western Mande",NA,"Mande",NA,NA,NA,"West Mande","Mande",1164.7,355.00056,12.5,-7.5,NA,"African Savannah","Africa","Africa","1 - No glottalized consonants","3 - Average","2 - Simple tone system",138520.6738,2772040,1,0.709401965,1.534713864,7.732859135,71,1,68,3,13027840,194445,25000,0.875,0.94,900
"168","Mali","ML","dts","dts","dts","Toro So","Dogon",NA,"Dogon",NA,NA,NA,NA,"Dogon",1066.3,325.00824,14.41666667,-3.25,"BF","African Savannah","Africa","Africa","1 - No glottalized consonants","2 - Moderately low","2 - Simple tone system",1473.689232,50000,0,0,1.54441905,8.70903492,71,1,68,3,13027840,194445,25000,0.875,0.94,900
"169","Mexico","MX","ccp","coc","coc","Cocopa","Yuman",NA,"Hokan",NA,NA,NA,NA,"Yuman",66.9,20.39112,32.33333333,-115,"US","Mesoamerica","North America","W N America","1 - No glottalized consonants","4 - Moderately high","1 - No tones",1192.343171,350,0,0,NA,NA,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"170","Mexico","MX","yct","yua","yua","Yucatec","Mayan",NA,"Mayan",NA,NA,NA,"Yucatecan","Mayan",120.2,36.63696,20,-89,NA,"Mesoamerica","North America","C America","5 - Ejectives and implosives","3 - Average","2 - Simple tone system",130722.2279,706000,0,0,1.39572382,8.573204041,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"171","Mexico","MX","nhn","ncj","ncj","Nahuatl (North Puebla)","Aztecan",NA,"Uto-Aztecan",NA,NA,"Aztecan","Southern Uto-Aztecan","Uto-Aztecan",8153.1,2485.06488,20,-98.25,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","3 - Average","1 - No tones",375.4435861,60000,0,0,1.329770565,8.627165794,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"172","Mexico","MX","pur","tsz","tsz","Purv©pecha","Tarascan",NA,"Tarascan",NA,NA,NA,NA,"Tarascan",7292.2,2222.66256,19.5,-101.6666667,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","4 - Moderately high","1 - No tones",2963.918016,40000,0,0,1.49288094,10.05286884,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"173","Mexico","MX","mxc","mig","mig","Mixtec (Chalcatongo)","Mixtecan",NA,"Oto-Manguean",NA,NA,NA,"Mixtecan","Otomanguean",8070.9,2460.01032,17.05,-97.58333333,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","3 - Average","3 - Complex tone system",254.8929216,14500,0,0,1.313938141,8.927341461,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"174","Mexico","MX","amz","amu","amu","Amuzgo","Amuzgoan",NA,"Oto-Manguean",NA,NA,NA,NA,"Otomanguean",992.7,302.57496,16.83333333,-98,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","3 - Average","3 - Complex tone system",749.7297756,23000,0,0,1.361889601,9.019528389,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"175","Mexico","MX","chq","chq","chq","Chinantec (Quiotepec)","Chinantecan",NA,"Oto-Manguean",NA,NA,NA,"Chinantecan","Otomanguean",5395.1,1644.42648,17.58333333,-96.66666667,NA,"Mesoamerica","North America","C America","4 - Glottalized resonants only","3 - Average","3 - Complex tone system",167.7264934,8000,0,0,1.45714736,8.773200989,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"176","Mexico","MX","mzc","maq","maq","Mazatec (Chiquihuitlv∞n)","Popolocan",NA,"Oto-Manguean",NA,NA,NA,"Popolocan","Otomanguean",3943.9,1202.10072,17.75,-96.91666667,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","3 - Average","3 - Complex tone system",44.7086561,2500,0,0,1.275402308,7.569878101,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"177","Mexico","MX","die","dih","dih","Dieguev±o (Mesa Grande)","Yuman",NA,"Hokan","California-Delta",NA,NA,NA,"Yuman",3149.9,960.08952,32.66666667,-116.1666667,"US","California","North America","W N America","1 - No glottalized consonants","4 - Moderately high","1 - No tones",2124.546842,330,0,0,NA,NA,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"178","Mexico","MX","hve","huv","huv","Huave (San Mateo del Mar)","Huavean",NA,"Huavean",NA,NA,NA,NA,"Huave",25.9,7.89432,16.21666667,-95,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","3 - Average","2 - Simple tone system",132.6232882,12000,0,0,1.363583326,8.857676506,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"179","Mexico","MX","nht","nhg","nhg","Nahuatl (Tetelcingo)","Aztecan",NA,"Uto-Aztecan",NA,NA,"Aztecan","Southern Uto-Aztecan","Uto-Aztecan",7566.9,2306.39112,19.66666667,-99,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","3 - Average","1 - No tones",94.53567508,3500,0,0,1.54155004,9.290959358,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"180","Mexico","MX","cso","ctp","ctp","Chatino (Sierra Occidental)","Zapotecan",NA,"Oto-Manguean",NA,NA,NA,"Zapotecan","Otomanguean",4026.5,1227.2772,16.25,-97.33333333,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","3 - Average","3 - Complex tone system",730.5193339,12000,0,0,1.217778087,7.127828121,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"181","Mexico","MX","zqc","zoc","zoc","Zoque (Copainalv∞)","Mixe-Zoque",NA,"Mixe-Zoque",NA,NA,NA,NA,"Mixe-Zoque",2553.4,778.27632,17,-93.25,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","2 - Moderately low","1 - No tones",152.8460996,10000,0,0,NA,NA,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"182","Mexico","MX","tpa","top","top","Totonac (Papantla)","Totonacan",NA,"Totonacan",NA,NA,NA,NA,"Totonac-Tepehuan",193,58.8264,20.33333333,-97.33333333,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","4 - Moderately high","1 - No tones",2400.962797,80000,0,0,1.505966544,9.757455826,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"183","Mexico","MX","otm","ote","ote","Otomv<U+2260> (Mezquital)","Otomian",NA,"Oto-Manguean",NA,NA,NA,"Otomian","Otomanguean",6770,2063.496,20.16666667,-99.16666667,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","3 - Average","2 - Simple tone system",1607.674585,1e+05,0,0,1.455215693,8.306820869,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"184","Mexico","MX","tza","tzh","tzh","Tzeltal (Aguacatenango)","Mayan",NA,"Mayan",NA,NA,"Tzeltalan","Greater Tzeltalan","Mayan",2488.5,758.4948,16.41666667,-92.5,NA,"Mesoamerica","North America","C America","2 - Ejectives only","4 - Moderately high","1 - No tones",1077.49778,90000,0,0,1.384031653,8.069828033,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"185","Mexico","MX","cle","cle","cle","Chinantec (Lealao)","Chinantecan",NA,"Oto-Manguean",NA,NA,NA,"Chinantecan","Otomanguean",1587.9,483.99192,17.33333333,-95.91666667,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","3 - Average","3 - Complex tone system",81.14568211,2000,0,0,1.146843672,8.478054047,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"186","Mexico","MX","yaq","yaq","yaq","Yaqui","Cahita",NA,"Uto-Aztecan",NA,NA,"Sonoran","Southern Uto-Aztecan","Uto-Aztecan",49,14.9352,27.5,-110.25,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","3 - Average","2 - Simple tone system",11998.08284,14620,0,0,1.426780224,9.295190811,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"187","Mexico","MX","mtp","mto","mto","Mixe (Totontepec)","Mixe-Zoque",NA,"Mixe-Zoque",NA,NA,NA,NA,"Mixe-Zoque",5663.2,1726.14336,17.25,-96,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","1 - Low","1 - No tones",438.0913874,5200,0,0,1.107003689,8.184015274,292,4.11,287,5,125535200,435886,4730,0.101,0.99,9695
"188","Mongolia","MN","tuv","tyv","tyv","Tuvan","Turkic",NA,"Altaic",NA,"Siberian","Northern Turkish","Common Turkic","Turkic",5082,1548.9936,52,95,"RU","Inner Asia","Eurasia","N-C Asia","1 - No glottalized consonants","2 - Moderately low","1 - No tones",61423.13116,264400,0,0,NA,NA,14,0.2,12,2,3113100,345900,42500,0.274,0.64,4104
"189","Mongolia","MN","kha","khk","khk","Khalkha","Mongolic",NA,"Altaic",NA,NA,NA,NA,"Mongolic",4819.6,1469.01408,47,105,NA,"Inner Asia","Eurasia","N-C Asia","1 - No glottalized consonants","2 - Moderately low","1 - No tones",1073064.918,2332660,1,NA,1.74146235,10.45107937,14,0.2,12,2,3113100,345900,42500,0.274,0.64,4104
"190","Morocco","MA","tas","shi","shi","Tashlhiyt","Berber",NA,"Afro-Asiatic","Berber",NA,NA,NA,"Berber",2818.2,858.98736,31,-5,NA,"N Africa","Africa","Africa","1 - No glottalized consonants","5 - High","1 - No tones",101779.0724,3e+06,0,0,1.789218068,11.56984425,15,0.21,14,1,39290920,3571902,80000,0.603,0.73,3273
"191","Morocco","MA","bma","tzm","tzm","Berber (Middle Atlas)","Berber",NA,"Afro-Asiatic","Berber",NA,NA,NA,"Berber",6627.3,2020.00104,33,-5,NA,"N Africa","Africa","Africa","1 - No glottalized consonants","5 - High","1 - No tones",167842.3861,3e+06,0,0,NA,NA,15,0.21,14,1,39290920,3571902,80000,0.603,0.73,3273
"192","Myanmar","MM","brm","mya","mya","Burmese","Burmese-Lolo","Tibeto-Burman","Sino-Tibetan",NA,NA,"Burmish","Lolo-Burmese","Sino-Tibetan",541.3,164.98824,21,96,NA,"Southeast Asia","Eurasia","S/SE Asia","1 - No glottalized consonants","3 - Average","3 - Complex tone system",214756.8114,32300000,1,0.233232886,1.258251786,NA,126,1.77,120,6,49284095,397452,15000,0.57,0.98,1354
"193","Myanmar","MM","kyl","eky","eky","Kayah Li (Eastern)","Karen","Tibeto-Burman","Sino-Tibetan",NA,NA,NA,"Karenic","Sino-Tibetan",971.1,295.99128,19,97.5,"TH","Southeast Asia","Eurasia","S/SE Asia","1 - No glottalized consonants","1 - Low","3 - Complex tone system",283.075263,18000,0,0,NA,NA,126,1.77,120,6,49284095,397452,15000,0.57,0.98,1354
"194","Myanmar","MM","ksg","ksw","ksw","Karen (Sgaw)","Karen","Tibeto-Burman","Sino-Tibetan",NA,NA,NA,"Karenic","Sino-Tibetan",1026.9,312.99912,18,97,NA,"Southeast Asia","Eurasia","S/SE Asia","3 - Implosives only","3 - Average","3 - Complex tone system",42430.45187,1480000,1,0.051282052,1.263038397,NA,126,1.77,120,6,49284095,397452,15000,0.57,0.98,1354
"195","Myanmar","MM","cti","ctd","ctd","Chin (Tiddim)","Kuki-Chin","Tibeto-Burman","Sino-Tibetan",NA,NA,"Central Chin","Kukish (Mizo-Kuki-Chin)","Sino-Tibetan",6197.5,1888.998,23.33333333,93.66666667,NA,"Southeast Asia","Eurasia","S/SE Asia","4 - Glottalized resonants only","3 - Average","3 - Complex tone system",7563.885793,344000,0,0,1.396234274,8.065058708,126,1.77,120,6,49284095,397452,15000,0.57,0.98,1354
"196","Myanmar","MM","jng","kac","kac","Jingpho","Jingpho","Tibeto-Burman","Sino-Tibetan",NA,NA,NA,"Nungish","Sino-Tibetan",515.1,157.00248,25.41666667,97,NA,"Southeast Asia","Eurasia","S/SE Asia","1 - No glottalized consonants","4 - Moderately high","3 - Complex tone system",53768.00126,940000,1,NA,1.309245467,7.560988903,126,1.77,120,6,49284095,397452,15000,0.57,0.98,1354
"197","Myanmar","MM","baw","bgr","bgr","Bawm","Kuki-Chin","Tibeto-Burman","Sino-Tibetan",NA,NA,"Central Chin","Kukish (Mizo-Kuki-Chin)","Sino-Tibetan",324.8,98.99904,22.5,92.25,"IN","Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","4 - Moderately high","2 - Simple tone system",2963.474897,21520,0,0,1.399070621,7.653952122,126,1.77,120,6,49284095,397452,15000,0.57,0.98,1354
"198","Myanmar","MM","puk","prk","prk","Parauk","Palaungic","Mon-Khmer","Austro-Asiatic",NA,NA,"Palaungic","Northern Mon-Khmer","Austroasiatic",4809.7,1465.99656,23.25,99.5,"CN","Southeast Asia","Eurasia","S/SE Asia","1 - No glottalized consonants","3 - Average","1 - No tones",16701.53328,1188000,1,NA,1.314219832,7.529480934,126,1.77,120,6,49284095,397452,15000,0.57,0.98,1354
"199","Namibia",NA,"kho","naq","naq","Nama","Khoe-Kwadi",NA,"Khoe-Kwadi",NA,NA,NA,"Khoekhoe","Kwadi-Khoe",3284.1,1000.99368,-25.5,18,NA,"S Africa","Africa","Africa","1 - No glottalized consonants","4 - Moderately high","3 - Complex tone system",139925.7656,251100,0,0,1.679337978,8.733511925,33,0.46,27,6,2668940,83404,13800,0.79,0.97,5930
"200","Nepal","NP","new","new","new","Newari (Kathmandu)","Mahakiranti","Tibeto-Burman","Sino-Tibetan",NA,NA,NA,"Newaric","Sino-Tibetan",5246.1,1599.01128,27.66666667,85.5,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","4 - Moderately high","1 - No tones",426.0925867,839000,0,0.036481649,NA,NA,129,1.81,122,7,26612919,212903,8385,0.755,0.97,991
"201","New Caledonia","NC","iaa","iai","iai","Iaai","Oceanic","Eastern Malayo-Polynesian","Austronesian","Southern Melanesian","Southern Oceanic linkage","Oceanic","Malayo-Polynesian","Austronesian",32.8,9.99744,-20.41666667,166.5833333,NA,"Oceania","Papunesia","NG and Oceania","1 - No glottalized consonants","3 - Average","1 - No tones",105.5158169,1560,0,0,NA,NA,40,0.56,38,2,143010,3972,950,0.75,0.9,36335
"202","New Caledonia","NC","dre","dhv","dhv","Drehu","Oceanic","Eastern Malayo-Polynesian","Austronesian","Southern Melanesian","Southern Oceanic linkage","Oceanic","Malayo-Polynesian","Austronesian",160.8,49.01184,-21,167.25,NA,"Oceania","Papunesia","NG and Oceania","1 - No glottalized consonants","3 - Average","1 - No tones",1163.035471,11300,0,0,NA,NA,40,0.56,38,2,143010,3972,950,0.75,0.9,36335
"203","New Zealand","NZ","mao","mri","mri","Maori","Oceanic","Eastern Malayo-Polynesian","Austronesian","Eastern Fijian-Polynesian linkage","Central Pacific","Oceanic","Malayo-Polynesian","Austronesian",1984.9,604.99752,-40,176,NA,"Oceania","Papunesia","NG and Oceania","1 - No glottalized consonants","1 - Low","1 - No tones",31775.98822,60000,0,0,1.414768815,7.219075203,65,0.91,4,61,4706160,73534,148000,0.339,0.98,43836
"204","Nicaragua","NI","ram","rma","rma","Rama","Rama",NA,"Chibchan",NA,NA,NA,"Rama","Chibchan",88.6,27.00528,11.75,-83.75,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","4 - Moderately high","1 - No tones",898.4908115,24,0,0,NA,NA,11,0.15,11,0,6404490,582226,740,0.044,1,2029
"205","Nigeria","NG","knk","kna","kna","Kanakuru","West Chadic","Chadic","Afro-Asiatic","Bole-Angas group",NA,"West - A (West Chadic)","West Chadic","Chadic",613.5,186.9948,10,12,NA,"African Savannah","Africa","Africa","3 - Implosives only","3 - Average","2 - Simple tone system",1325.938462,20000,0,0,NA,NA,524,7.37,517,7,163317444,348225,14000,0.866,0.9,2154
"206","Nigeria","NG","yor","yor","yor","Yoruba","Defoid","Benue-Congo","Niger-Congo",NA,NA,NA,"Yoruboid","Benue-Congo",1190.9,362.98632,8,4.333333333,"BJ","African Savannah","Africa","Africa","1 - No glottalized consonants","2 - Moderately low","3 - Complex tone system",101891.0806,18900000,1,0.095040321,1.591739893,8.054080963,524,7.37,517,7,163317444,348225,14000,0.866,0.9,2154
